# AI-GENERATED NEEDS-REVIEW
episode_id,scenario_id,planner_key,seed,source_run,source_file,mechanism_schema_version,mechanism_label,mechanism_confidence,mechanism_evidence_mode,mechanism_evidence_uri,mechanism_case_id,mechanism_caveat
classic_doorway_low--23--7687c377105c0399,classic_doorway_low,goal,23,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_low--23--7687c377105c0399,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_low--24--95c7e7f9887be2ed,classic_doorway_low,goal,24,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_low--24--95c7e7f9887be2ed,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_medium--20--46282dc8c0edd1e1,classic_doorway_medium,goal,20,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--20--46282dc8c0edd1e1,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_medium--21--401aefa1c45ff546,classic_doorway_medium,goal,21,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--21--401aefa1c45ff546,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_medium--22--aeb3ae68c2f04747,classic_doorway_medium,goal,22,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--22--aeb3ae68c2f04747,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_medium--23--05e581b5ef0e9c88,classic_doorway_medium,goal,23,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--23--05e581b5ef0e9c88,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_doorway_medium--24--926352c599c89cb5,classic_doorway_medium,goal,24,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--24--926352c599c89cb5,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_high--20--2abe4ee60fa1a95b,classic_doorway_high,goal,20,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_high--20--2abe4ee60fa1a95b,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_doorway_high--21--fce81aa191b0d0bc,classic_doorway_high,goal,21,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_high--21--fce81aa191b0d0bc,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_high--22--2ea22bea6782ca50,classic_doorway_high,goal,22,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_high--22--2ea22bea6782ca50,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_high--23--5798b0797536e8d2,classic_doorway_high,goal,23,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_high--23--5798b0797536e8d2,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_high--24--cd22f619125c8c8c,classic_doorway_high,goal,24,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_high--24--cd22f619125c8c8c,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_head_on_corridor_low--20--e916fcfb8a4618aa,classic_head_on_corridor_low,goal,20,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_head_on_corridor_low--20--e916fcfb8a4618aa,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_head_on_corridor_medium--20--5bfb61c26b05cb4d,classic_head_on_corridor_medium,goal,20,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_head_on_corridor_medium--20--5bfb61c26b05cb4d,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_head_on_corridor_medium--23--0f229f613403c93f,classic_head_on_corridor_medium,goal,23,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_head_on_corridor_medium--23--0f229f613403c93f,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_head_on_corridor_medium--24--c2cbfa3b4c4c6b27,classic_head_on_corridor_medium,goal,24,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_head_on_corridor_medium--24--c2cbfa3b4c4c6b27,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_merging_low--20--cbe57a08a13d8f3c,classic_merging_low,goal,20,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_low--20--cbe57a08a13d8f3c,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_low--21--b48847e6f1b057fd,classic_merging_low,goal,21,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_low--21--b48847e6f1b057fd,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_low--22--3cc6e8173fdb2cfc,classic_merging_low,goal,22,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_low--22--3cc6e8173fdb2cfc,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_low--23--6c56071c8e6b47aa,classic_merging_low,goal,23,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_low--23--6c56071c8e6b47aa,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_low--24--5103f0c862b3773f,classic_merging_low,goal,24,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_low--24--5103f0c862b3773f,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_medium--20--3e0a27ae3cc10f19,classic_merging_medium,goal,20,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_medium--20--3e0a27ae3cc10f19,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_medium--21--21572237ad39623e,classic_merging_medium,goal,21,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_medium--21--21572237ad39623e,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_medium--22--053b8ac161873a16,classic_merging_medium,goal,22,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_medium--22--053b8ac161873a16,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_medium--23--a2181bc54e03dd60,classic_merging_medium,goal,23,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_medium--23--a2181bc54e03dd60,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_medium--24--3408c80361ba00df,classic_merging_medium,goal,24,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_medium--24--3408c80361ba00df,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_overtaking_low--21--4168fc5cd1537099,classic_overtaking_low,goal,21,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_overtaking_low--21--4168fc5cd1537099,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_overtaking_low--23--28bfc4bed3d678b1,classic_overtaking_low,goal,23,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_overtaking_low--23--28bfc4bed3d678b1,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_overtaking_low--24--3467e43f4498f0e3,classic_overtaking_low,goal,24,goal__differential_drive,output/issue4206-trace-rerun/13334/runs/goal__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_overtaking_low--24--3467e43f4498f0e3,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
